"x_scaled","x_orig","y","lower_ci_99","upper_ci_99","lower_ci_95","upper_ci_95","lower_ci_90","upper_ci_90","effect_size","type","significance_level","sig_symbol","Bacteria","Climate_Variable","Lag_Years","Relationship_Type","Value","OR","Lower_CI","Upper_CI","Smooth_Parameter","label_short","x_value","or_value","Figure_Label","priority_score"
3.87268022698867,40,0.467445751912345,0.127463787021557,1.71445221987164,0.17354365279899,1.25801835502939,0.203376017751281,1.07347755207699,0.532554248087655,"Trend Global minimum","Trend only","","3GCR-Ec","Temperature",3,"Threshold",40,0.467445751912345,0.17354365279899,1.25801835502939,0.29999897649718,"GMin","40","0.467","GMin (40°C)
OR = 0.467",NA
-0.414804198028118,10.0166805671393,1.10548386894876,1.00818053893303,1.21229667701887,1.03063017660343,1.18584116846081,1.04230497967184,1.17253903145409,0.10548386894876,"Global maximum","Highly significant","**","3GCR-Ec","Temperature",3,"Threshold",10.0166805671393,1.10548386894876,1.03063017660343,1.18584116846081,0.29999897649718,"GMax","10.017","1.105","GMax (10.017°C)
OR = 1.105**",NA
0.628742080661643,17.3144286905755,0.921920668622007,0.804903923584647,1.0563743203136,0.831424949178887,1.02250482279853,0.845331324441745,1.00561454119318,0.0780793313779932,"Trend Rapid change","Trend only","","3GCR-Ec","Temperature",3,"Threshold",17.3144286905755,0.921920668622007,0.831424949178887,1.02250482279853,0.29999897649718,"Tre","17.314","0.922","Tre (17.314°C)
OR = 0.922",NA
4.78767697533524,3200,1.87240186843698,0.417799592889784,8.30706009692384,0.598217998093501,5.82438572031879,0.718776100834256,4.85588557657805,0.872401868436985,"Trend Global maximum","Trend only","","3GCR-Ec","Precipitation",3,"Threshold",3200,1.87240186843698,0.598217998093501,5.82438572031879,0.299998943741603,"GMax","3200","1.872","GMax (3200mm)
OR = 1.872",NA
1.65309463118875,1694.74562135113,0.756965211439762,0.639230961940009,0.895521960806047,0.665651932290731,0.860326242614631,0.679570003703208,0.842844894282414,0.243034788560238,"Global minimum","Highly significant","**","3GCR-Ec","Precipitation",3,"Threshold",1694.74562135113,0.756965211439762,0.665651932290731,0.860326242614631,0.299998943741603,"GMin","1694.746","0.757","GMin (1694.746mm)
OR = 0.757**",NA
-1.734735590575,51.2927439532944,0.835338068522909,0.641983502296824,1.08643186333933,0.683731959058081,1.02029100074108,0.706110552661867,0.988032313698004,0.164661931477091,"Trend Global minimum","Marginally significant","m","3GCR-Ec","WetDays",2,"Threshold",51.2927439532944,0.835338068522909,0.683731959058081,1.02029100074108,0.22,"GMin"," 51.293","0.835","GMin ( 51.293d)
OR = 0.835m",NA
-0.524410926069432,114.095079232694,1.24858701021603,1.07559252086454,1.44954571594018,1.11463484847753,1.3987154220758,1.13514659471246,1.373418303634,0.248587010216035,"Maximum","Highly significant","**","3GCR-Ec","WetDays",2,"Threshold",114.095079232694,1.24858701021603,1.11463484847753,1.3987154220758,0.22,"Max","114.095","1.249","Max (114.095d)
OR = 1.249**",NA
1.07167458768094,196.914095079233,0.893841669355023,0.775347766520277,1.03040939739601,0.802171659817174,0.99596779440691,0.816244565238978,0.978801997976983,0.106158330644977,"Minimum","Significant","*","3GCR-Ec","WetDays",2,"Threshold",196.914095079233,0.893841669355023,0.802171659817174,0.99596779440691,0.22,"Min","196.914","0.894","Min (196.914d)
OR = 0.894*",NA
3.05834296129168,300,1.50420350311408,0.496630566894668,4.5239732044532,0.647424550594026,3.4798296650938,0.741462415649882,3.04216629816289,0.504203503114077,"Trend Global maximum","Trend only","","3GCR-Ec","WetDays",2,"Threshold",300,1.50420350311408,0.647424550594026,3.4798296650938,0.22,"GMax","300","1.504","GMax (300d)
OR = 1.504",NA
-3.29289116391367,-10,0.623705785882091,0.407901181735513,0.9506758006128,0.451616757298681,0.85978737762372,0.475722737190898,0.816661460652432,0.376294214117909,"Global minimum","Highly significant","**","3GCR-Kp","Temperature",3,"Threshold",-10,0.623705785882091,0.451616757298681,0.85978737762372,0.29999939915696,"GMin","-10","0.624","GMin (-10°C)
OR = 0.624**",NA
