"x_scaled","x_orig","y","lower_ci_99","upper_ci_99","lower_ci_95","upper_ci_95","lower_ci_90","upper_ci_90","effect_size","type","significance_level","sig_symbol","Bacteria","Climate_Variable","Lag_Years","Relationship_Type","Value","OR","Lower_CI","Upper_CI","Smooth_Parameter","label_short","x_value","or_value","Figure_Label","Model","priority_score"
3.87268022698867,40,0.412411369622537,0.113517316426094,1.49727347173429,0.154220912136586,1.10140191977011,0.18052837568408,0.941023051443109,0.587588630377463,"Trend Global minimum","Marginally significant","m","3GCR-Ec","Temperature",1,"Threshold",40,0.412411369622537,0.154220912136586,1.10140191977011,0.299998865857943,"GMin","40","0.412","GMin (40°C)
OR = 0.412m","Model B",NA
-0.754702128801354,7.63969974979149,1.16201660388072,1.01808728013374,1.32731953000494,1.05071981347993,1.28567787870715,1.06782738228933,1.26491274929862,0.162016603880716,"Global maximum","Highly significant","**","3GCR-Ec","Temperature",1,"Threshold",7.63969974979149,1.16201660388072,1.05071981347993,1.28567787870715,0.299998865857943,"GMax"," 7.640","1.162","GMax ( 7.640°C)
OR = 1.162**","Model B",NA
0.414069703331177,15.81317764804,0.940121643130944,0.838129717748272,1.05471841091191,0.861447691298218,1.02608984629424,0.873625539407523,1.01175496922203,0.0598783568690555,"Trend Rapid change","Trend only","","3GCR-Ec","Temperature",1,"Threshold",15.81317764804,0.940121643130944,0.861447691298218,1.02608984629424,0.299998865857943,"Tre","15.813","0.940","Tre (15.813°C)
OR = 0.940","Model B",NA
-1.8311758028862,46.2885738115096,0.889173076090814,0.697491188145094,1.13343063792905,0.739196087735189,1.06952390803134,0.761474400193174,1.03824897585363,0.110826923909186,"Trend Minimum","Trend only","","3GCR-Ec","Wet Days",2,"Threshold",46.2885738115096,0.889173076090814,0.739196087735189,1.06952390803134,0.22,"Min"," 46.289","0.889","Min ( 46.289d)
OR = 0.889","Model B",NA
-1.011433998241,88.8240200166806,1.08125014736127,0.888321468974676,1.31629517152152,0.931054366986681,1.25579422056509,0.953698027700359,1.22594354648476,0.0812501473612683,"Trend Rapid change","Trend only","","3GCR-Ec","Wet Days",2,"Threshold",88.8240200166806,1.08125014736127,0.931054366986681,1.25579422056509,0.22,"Tre"," 88.824","1.081","Tre ( 88.824d)
OR = 1.081","Model B",NA
-0.524410926069432,114.095079232694,1.24350032918201,1.07568833332996,1.43758880491372,1.11362566295158,1.3885757049112,1.13354129162601,1.36416351046462,0.243500329182008,"Maximum","Highly significant","**","3GCR-Ec","Wet Days",2,"Threshold",114.095079232694,1.24350032918201,1.11362566295158,1.3885757049112,0.22,"Max","114.095","1.244","Max (114.095d)
OR = 1.244**","Model B",NA
1.1006066513743,198.415346121768,0.877603032206999,0.761206516911038,1.01177486697202,0.787553913939949,0.977935588582149,0.801377244515045,0.961070448741932,0.122396967793001,"Global minimum","Significant","*","3GCR-Ec","Wet Days",2,"Threshold",198.415346121768,0.877603032206999,0.787553913939949,0.977935588582149,0.22,"GMin","198.415","0.878","GMin (198.415d)
OR = 0.878*","Model B",NA
3.05834296129168,300,1.42424684764176,0.489192346460713,4.12065466848937,0.631720419611625,3.19881123156199,0.71997926656117,2.80970607742615,0.424246847641757,"Trend Global maximum","Trend only","","3GCR-Ec","Wet Days",2,"Threshold",300,1.42424684764176,0.631720419611625,3.19881123156199,0.22,"GMax","300","1.424","GMax (300d)
OR = 1.424","Model B",NA
4.78767697533524,3200,2.49342000928642,0.522186329169162,11.752237301734,0.759412244572966,8.12274396528434,0.91964548326941,6.72246318858918,1.49342000928642,"Trend Global maximum","Trend only","","3GCR-Ec","Precipitation",3,"Threshold",3200,2.49342000928642,0.759412244572966,8.12274396528434,0.299998392786354,"GMax","3200","2.493","GMax (3200mm)
OR = 2.493","Model B",NA
1.60307470016514,1670.72560467056,0.730430745464273,0.618496176058269,0.861665854948251,0.643651212090462,0.828378434878493,0.656893961549326,0.811832845935966,0.269569254535727,"Global minimum","Highly significant","**","3GCR-Ec","Precipitation",3,"Threshold",1670.72560467056,0.730430745464273,0.643651212090462,0.828378434878493,0.299998392786354,"GMin","1670.726","0.730","GMin (1670.726mm)
OR = 0.730**","Model B",NA
-0.847901919991954,493.744787322769,1.09510479330192,0.981928471164004,1.22207844463413,1.0078236938653,1.1903692676115,1.02134220339461,1.17448967191398,0.095104793301916,"Stable region","Significant","*","3GCR-Ec","Precipitation",3,"Threshold",493.744787322769,1.09510479330192,1.0078236938653,1.1903692676115,0.299998392786354,"Sta"," 493.745","1.095","Sta ( 493.745mm)
OR = 1.095*","Model B",NA
-3.29289116391367,-10,0.749615481546858,0.514485676167853,1.08961143243611,0.563056725285183,0.996610830594378,0.589611152672913,0.952113479069809,0.250384518453142,"Global minimum","Significant","*","3GCR-Kp","Temperature",3,"Threshold",-10,0.749615481546858,0.563056725285183,0.996610830594378,0.299999558109948,"GMin","-10","0.750","GMin (-10°C)
OR = 0.750*","Model B",NA
-0.106926220696999,12.7272727272727,1.0355374392305,0.999732412681502,1.07254584475652,1.00818673414663,1.06358480402769,1.01253598733804,1.05902961759262,0.0355374392305021,"Global maximum","Significant","*","3GCR-Kp","Temperature",3,"Threshold",12.7272727272727,1.0355374392305,1.00818673414663,1.06358480402769,0.299999558109948,"GMax"," 12.727","1.036","GMax ( 12.727°C)
OR = 1.036*","Model B",NA
3.70454009669249,39.9165971643036,0.906753661557603,0.76314455093954,1.07622382747316,0.795350661008105,1.03311448208137,0.812320417436633,1.01171927409681,0.0932463384423966,"Trend Minimum","Trend only","","3GCR-Kp","Temperature",3,"Threshold",39.9165971643036,0.906753661557603,0.795350661008105,1.03311448208137,0.299999558109948,"Min"," 39.917","0.907","Min ( 39.917°C)
OR = 0.907","Model B",NA
-2.11203810239116,-1.57631359466222,0.872799989785209,0.736485554970171,1.03433440415433,0.767006110807296,0.993180812330862,0.78309958900959,0.97277158557372,0.127200010214791,"Rapid change","Significant","*","3GCR-Kp","Temperature",3,"Threshold",-1.57631359466222,0.872799989785209,0.767006110807296,0.993180812330862,0.299999558109948,"Rap"," -1.576","0.873","Rap ( -1.576°C)
OR = 0.873*","Model B",NA
4.55154951676948,3200,3.12133930511756,1.58739535236906,6.13168632765482,1.86611510933036,5.21796053252306,2.02701312734432,4.80456441195941,2.12133930511756,"Global maximum","Highly significant","**","3GCR-Kp","Precipitation",1,"Threshold",3200,3.12133930511756,1.86611510933036,5.21796053252306,0.18,"GMax","3200","3.121","GMax (3200mm)
OR = 3.121**","Model B",NA
1.50069652414661,1662.7189324437,0.815930144535448,0.756735690465692,0.879759535362169,0.770487625268439,0.864055397788717,0.777616245021169,0.856133610051297,0.184069855464552,"Global minimum","Highly significant","**","3GCR-Kp","Precipitation",1,"Threshold",1662.7189324437,0.815930144535448,0.770487625268439,0.864055397788717,0.18,"GMin","1662.719","0.816","GMin (1662.719mm)
OR = 0.816**","Model B",NA
0.0441260849603489,928.773978315263,1.07117456697406,1.02566633060635,1.11870704290626,1.03636925132428,1.10715168258241,1.0418855279976,1.10128900015041,0.0711745669740649,"Maximum","Highly significant","**","3GCR-Kp","Precipitation",1,"Threshold",928.773978315263,1.07117456697406,1.03636925132428,1.10715168258241,0.18,"Max"," 928.774","1.071","Max ( 928.774mm)
OR = 1.071**","Model B",NA
-1.07346068837893,365.638031693078,0.96892151517203,0.887951116035216,1.0572899175552,0.906674742526874,1.03544998698571,0.916401601031975,1.02445712512263,0.0310784848279698,"Trend Minimum","Not significant","","3GCR-Kp","Precipitation",1,"Threshold",365.638031693078,0.96892151517203,0.906674742526874,1.03544998698571,0.18,"Min"," 365.638","0.969","Min ( 365.638mm)
OR = 0.969","Model B",NA
-3.38810860469845,-10,0.0495818848668722,0.0122195814921661,0.222838599141823,0.0168150031595908,0.154923446782122,0.0198851831172259,0.12873084137885,0.950418115133128,"Global minimum","Highly significant","**","CR-Ab","Temperature",1,"Threshold",-10,0.0495818848668722,0.0168150031595908,0.154923446782122,0.18,"GMin","-10","0.050","GMin (-10°C)
OR = 0.050**","Model B",NA
0.834383753586598,20.1501251042535,1.3548354715327,1.1559346126748,1.58806660739606,1.20065908168002,1.52886847418619,1.2241956600325,1.4994571533282,0.354835471532703,"Global maximum","Highly significant","**","CR-Ab","Temperature",1,"Threshold",20.1501251042535,1.3548354715327,1.20065908168002,1.52886847418619,0.18,"GMax"," 20.150","1.355","GMax ( 20.150°C)
OR = 1.355**","Model B",NA
1.97907047865419,28.3236030025021,0.948162833088954,0.763243932893628,1.17782134803284,0.803888866524599,1.11829527703432,0.825501663975783,1.08902663065099,0.0518371669110465,"Trend Rapid change","Trend only","","CR-Ab","Temperature",1,"Threshold",28.3236030025021,0.948162833088954,0.803888866524599,1.11829527703432,0.18,"Tre"," 28.324","0.948","Tre ( 28.324°C)
OR = 0.948","Model B",NA
-0.195675476122893,124.353628023353,1.0127097731636,0.970039837203363,1.05726564644174,0.980076282558933,1.04643500297302,0.985248801630729,1.04093974564296,0.012709773163601,"Trend Global maximum","Not significant","","CR-Ab","Wet Days",2,"Threshold",124.353628023353,1.0127097731636,0.980076282558933,1.04643500297302,0.22,"GMax","124.354","1.013","GMax (124.354d)
OR = 1.013","Model B",NA
2.1537899487304,248.707256046706,0.939525262344864,0.783299284711395,1.126931619197,0.818113419476874,1.0789672779406,0.83651022364662,1.05523479875697,0.0604747376551357,"Trend Rapid change","Trend only","","CR-Ab","Wet Days",2,"Threshold",248.707256046706,0.939525262344864,0.818113419476874,1.0789672779406,0.22,"Tre","248.707","0.940","Tre (248.707d)
OR = 0.940","Model B",NA
3.12288534529966,300,0.893504892093636,0.643387904063211,1.24078992950315,0.695948619021754,1.14710507448823,0.724465267779434,1.10196220612479,0.106495107906364,"Trend Global minimum","Trend only","","CR-Ab","Wet Days",2,"Threshold",300,0.893504892093636,0.695948619021754,1.14710507448823,0.22,"GMin","300","0.894","GMin (300d)
OR = 0.894","Model B",NA
4.02288022912727,3200,1.36812352041532,0.78450991597449,2.38549906349412,0.896097890607082,2.08858523557616,0.959159333412723,1.95132401334123,0.368123520415316,"Trend Global maximum","Trend only","","CR-Ab","Precipitation",3,"Threshold",3200,1.36812352041532,0.896097890607082,2.08858523557616,0.18,"GMax","3200","1.368","GMax (3200mm)
OR = 1.368","Model B",NA
-0.214307188084885,819.349457881568,0.972467078306686,0.93954660097437,1.00653497819063,0.947316574335257,0.998281824331914,0.951314528305236,0.994087513114133,0.027532921693314,"Global minimum","Significant","*","CR-Ab","Precipitation",3,"Threshold",819.349457881568,0.972467078306686,0.947316574335257,0.998281824331914,0.18,"GMin"," 819.349","0.972","GMin ( 819.349mm)
OR = 0.972*","Model B",NA
